Pid,phenotype_name,description,synonyms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0430002,Abnormal lacrimal bone morphology,An abnormality of the lacrimal bone.,Anomaly of the lacrimal bone;Deformity of the lacrimal bone;Malformation of the lacrimal bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410340,Focal epithelial hyperplasia of oral mucosa,"The occurrence of multiple or unique whitish or normal in color small papules or nodules in oral cavity, especially on labial and buccal mucosa, lower lip and tongue, and less often on the upper lip, gingiva and palate.",Focal epithelial hyperplasia of the lining of mouth;Oral mucosa epithelial hyperplasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410219,Hypoplasia of mandible relative to maxilla,Abnormally small dimension of the mandible (lower jaw) relative to the maxilla (upper jaw).,Disorder of mandibular and maxillary dental arch relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410218,Hypoplasia of maxilla relative to mandible,Abnormally small dimension of the maxilla (upper jaw) relative to the mandible (lower jaw).,"""Disorder of maxillary and mandibular dental arch relationship""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410034,Bilateral alveolar cleft of maxilla,Nonmidline alveolar cleft of the maxilla.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410033,Unilateral alveolar cleft of maxilla,One sided alveolar cleft of the maxilla.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410031,"""Submucous cleft of soft and hard palate""",Soft and hard-palate submucous clefts are characterized by bony defects in the midline of the soft and hard palate that are covered by the lining (ie mucous membrane) of the roof of the mouth.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410030,Cleft lip,A gap in the lip or lips.,Cleft lip;Cleft of the lip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410027,Alveolar bone loss around teeth,A decrease in the amount of alveolar bone around the root of a tooth.,Bone loss around teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410026,Abnormal periodontium morphology,Any abnormality of the periodontium.,Abnormality of the periodontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410023,Abnormal distribution of cell junction proteins in buccal mucosal cells,An anomalous amount or location of cell junction proteins such as plakoglobin or Cx43.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410017,Otitis externa,"Inflammation or infection of the external auditory canal (EAC), the auricle, or both.",Swimmer's ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410013,Abnormality of the submandibular region,"Any abnormality of the submandibular region, the region between the mandible and the hyoid bone contains the submandibular and sublingual glands, suprahyoid muscles, submandibular ganglion, and lingual artery.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410012,Abnormal mouth floor morphology,Any abnormality of the mouth floor.,Abnormality of the floor of mouth;Abnormality of the mouth floor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410011,Abnormality of masticatory muscle,Any abnormality of the masticatory muscle.,Abnormality of muscles of mastication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410005,Cleft hard palate,None,Cleft bony palate;Cleft of hard palate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0410000,Abnormal vomer morphology,An abnormality of the vomer.,Abnormality of vomer;Abnormality of vomer bone;Defect of vomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400005,Short ear,Median longitudinal ear length less than two SD above the mean determined by the maximal distance from the superior aspect to the inferior aspect of the external ear.,Short ear;Short ears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400004,Long ear,Median longitudinal ear length greater than two SD above the mean determined by the maximal distance from the superior aspect to the inferior aspect of the external ear.,Long ear;Long ears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400003,Focal absence of the external ear,"Absence of a localized portion of the ear that cannot be described by a more precise term (e.g., absent ear lobe).",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400002,Extra concha fold,Folds or ridges within the concha that are distinct from the crus helix.,"Concha, Extra Fold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400001,Chin with vertical crease,Vertical crease fold situated below the vermilion border of the lower lip and above the fatty pad of the chin with the face at rest.,"Chin with vertical crease;Chin with vertical furrow;Chin with vertical groove;Chin with vertical sulcus;Chin, vertical crease;Cleft chin;Vertical chin skin cleft;Vertical menton crease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0400000,Tall chin,Increased vertical distance from the vermillion border of the lower lip to the inferior-most point of the chin.,Increased height of chin;Increased height of menton region;Long chin;Long lower third of face;Tall chin;Vertical excess of chin;Vertical hyperplasia of chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200161,Agenesis of mandibular incisor,None,Absence of lower front tooth;Absence of lower incisor;Absence of mandibular incisor;Agenesis of lower incisor;Failure of development of mandibular incisor;Missing lower front tooth;Missing lower incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200160,Agenesis of maxillary incisor,None,Absence of maxillary incisor;Absence of upper front tooth;Failure of development of maxillary incisor;Failure of development of upper incisor;Missing upper front tooth;Missing upper incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200159,Agenesis of primary mandibular lateral incisor,None,Absence of deciduous mandibular lateral incisor;Absence of lower front baby tooth;Absence of primary mandibular lateral incisor;Agenesis of deciduous mandibular lateral incisor;Failure of development of deciduous mandibular lateral incisor;Failure of development of primary mandibular lateral incisor;Missing deciduous mandibular lateral incisor;Missing primary mandibular lateral incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200158,Agenesis of permanent mandibular lateral incisor,None,Absence of adult mandibular lateral incisor;Absence of permanent mandibular lateral incisor;Failure of development of permanent mandibular lateral incisor;Missing adult lower lateral incisor;Missing permanent mandibular lateral incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200154,Agenesis of mandibular lateral incisor,None,Absence of lower lateral incisor;Absence of mandibular lateral incisor;Failure of development of mandibular lateral incisor;Missing lower lateral incisor;Missing mandibular lateral incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200153,Agenesis of lateral incisor,None,Absence of lateral incisor;Failure of development of lateral incisor;Missing lateral incisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200141,"Small, conical teeth",None,"Conical microdontia;Small, cone shaped teeth;Small, peg shaped teeth;Small, pointed teeth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200138,Bilateral choanal atresia/stenosis,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200117,"""Recurrent upper and lower respiratory tract infections""","Increased susceptibility to upper and lower respiratory tract infections, as manifested by recurrent episodes of upper and lower respiratory tract infections.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200111,Absent stapes head,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200102,"""Sparse or absent eyelashes""",None,Partial to total absence of eyelashes;"Sparse or absent eyelashes";Sparse to absent eyelashes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200097,Oral mucosal blisters,Blisters arising in the mouth.,Blebs of oral mucosa;Blisters of mouth;Bullae of oral mucosa;Oral blistering;Oral mucosa blisters;Oral mucosal blisters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200096,Triangular-shaped open mouth,"A facial appearance characterized by a permanently or nearly permanently opened mouth, in which the upper lip is tented in a way that the opened mouth has the appearance of a triangle.",Triangular-shaped open mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200094,Frontal open bite,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200071,Peripheral vitreoretinal degeneration,A type of vitreoretinal degeneration with manifestations that are concentrated at the periphery of the retina.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200070,Peripheral retinal atrophy,None,Wasting of the outer part of the retina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200068,Nonprogressive visual loss,None,"Decreased visual acuity, nonprogressive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200066,Ribbonlike corneal degeneration,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200065,Chorioretinal degeneration,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200064,Asymmetry of iris pigmentation,Asymmetry between the two irides or asymmetry between different parts of one iris.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200057,Marcus Gunn pupil,"An aberrant pupillary response characterized by (i) Constriction of pupils of both eyes when the light stimulus is applied to the normal eye, and (ii) Dilatation of pupils of both eyes when the light stimulus is rapidly transferred from the normal eye (after brief light exposure to the normal eye) to the affected eye.",Relative afferent pupil defect;Relative afferent pupillary defect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200056,Macular scar,Scar tissue in the macula.,Macular scarring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200047,Chondritis of pinna,Inflammation of the cartilage of the external ear.,Inflammation of cartilage of pinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200032,Kayser-Fleischer ring,Grey-green or brownish-pigmented ring in the deep epithelial layers at the outer border of the cornea.,Fleischer's ring;Fleischer-Kayser ring;Fleischer-Struempell ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200026,Ocular pain,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the eye.",Eye pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200025,Mandibular pain,"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the mandible.",Lower jaw pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200020,Corneal erosion,An erosion or abrasion of the cornea's outermost layer of epithelial cells.,Damage to outer layer of the cornea of the eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200018,Protanomaly,"A type of anomalous trichromacy associated with defective long-wavelength-sensitive (L) cones, causing the sensitivity spectrum to be shifted toward medium wavelengths. This leads to difficulties especially in distinguishing red and green.","Colorblindness, partial, protan series;Red-weak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200007,Abnormal size of the palpebral fissures,An abnormal size of the palpebral fissures for example unusually long or short palpebral fissures.,Abnormal size of the eyes;Abnormal size of the opening between the eyelids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200006,Slanting of the palpebral fissure,None,Slanting of the opening between the eyelids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0200005,Abnormal shape of the palpebral fissure,The presence of an abnormal shape of the palpebral fissure.,Abnormal morphology of the palpebral fissure;Abnormal shape of the opening between the eyelids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100955,Giant cell granuloma of mandible,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100887,Abnormality of globe size,An abnormality in the size of the ocular globe (eyeball).,Abnormality of eyeball size;Eye size difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100886,Abnormality of globe location,An abnormality in the placement of the ocular globe (eyeball).,Abnormality of eyeball location;Abnormality of eyeball position;Abnormality of globe position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100876,Infra-orbital crease,Skin crease extending from below the inner canthus laterally along the malar process of the maxilla and zygoma.,Crease in skin under the eye;Groove in skin under the eye;Infraorbital crease;Infraorbital creases;Underorbital skin creases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100875,Hemimacroglossia,Increased length and width of one half of the tounge.,Hemiglossal hyperplasia;Hemiglossal hypertrophy;Hyperplasia of half of the tongue;Hypertrophy of half of the tongue;Increased size of half of the tongue;Large half of tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100842,Septo-optic dysplasia,Underdevelopment of the optic nerve and absence of the septum pellucidum.,De Morsier syndrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100840,Aplasia/Hypoplasia of the eyebrow,Absence or underdevelopment of the eyebrow.,Absence of eyebrow;Agenesis of eyebrow;Hypotrophic eyebrow;Lack of eyebrow;Missing eyebrow;"Sparse or absent eyebrows";Sparse to absent eyebrows;Sparse/absent eyebrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100837,Atrophodermia vermiculata,"Symmetrical vermiform facial atrophy that affects mainly the forehead, the chin, the ear lobes and helices. Atrophodermia vermiculata is characterized by erythema and follicular plugs on the cheeks, developing into painless reticular impressions.",Vermiculata atrophoderma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100832,Vitreous floaters,"Deposits of various size, shape, consistency, refractive index, and motility within the eye's vitreous humour, which is normally transparent.",Eye floaters;Flitting flies;Mouches volantes;Myodeopsia;Myodesopsia;Spots in front of eyes;Vitreous condensations;Vitreous debris;Vitreous opacities;Vitreous veils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100830,Round ear,None,Round ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100825,Cheilitis,Inflammation of the lip.,Inflammation of the lips;"Red and sore lips",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100816,Lip hyperpigmentation,None,Darkening of skin of the lips;Hyperpigmentation of lip vermillion;Increased pigmentation on the lips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100812,Halitosis,Noticeably unpleasant odors exhaled in breathing.,Bad breath;Foetor ex ore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100810,Pointed helix,None,Elfin ear;Pointed ear;Spock ear;Spock's ear;Vulcan ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100799,Neoplasm of the middle ear,A tumor (abnormal growth of tissue) of the middle ear.,Middle ear tumor;Middle ear tumour;Neoplasia of the middle ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100789,Torus palatinus,A bony protrusion present on the midline of the hard palate.,Maxillary torus;Palatal tori;Palatal torus;Palate exostoses;Prominent midpalatal ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100788,Fused lips,Lack of separation of the upper and lower lips.,"""Adhesion of upper and lower lips"";Fused lips;""Fusion of upper and lower lips""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100780,Conjunctival hamartoma,A hamartoma (disordered proliferation of mature tissues) of the conjunctiva.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100776,Recurrent pharyngitis,An increased susceptibility to pharyngitis as manifested by a history of recurrent pharyngitis.,"Pharyngitis, recurrent;Recurrent sore throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100755,Abnormality of salivation,None,Abnormal spit;Abnormality of salivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100737,Abnormal hard palate morphology,None,Abnormality of the hard palate;Abnormality of the secondary palate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100736,Abnormal soft palate morphology,An abnormality of the soft palate.,Abnormality of the muscular palate;Abnormality of the soft palate;Abnormality of the velum;Abnormality of the velum palatinum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100731,Transverse facial cleft,"A horizontal cleft of the face, varying from slight widening of the mouth, to a cleft extending to the ear.",Lateral facial cleft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100729,Large face,None,Big face;Large face;Large facies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100720,Hypoplasia of the ear cartilage,None,Underdeveloped ear cartilage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100719,Lens coloboma,"A sectoral indentation of the crystalline lens, usually due to zonular weakness or absence.",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP:0100717,Abnormal cementum morphology,"Any structural anomaly of the cementum, which is the mineralized connective tissue covering the dental root. The cementum allows anchoring of the fibers of the periodontal ligament. Cementum is secreted by cementoblasts, which may be, later on, embedded in the cementum. Cementum can be acellular (along the two third coronal portion of the root) and cellular (in the apical and interradicular part of the root).",Abnormality of the cementum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
